City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,wattegama,6.7989,81.4808,35.64,33,26,3.41,LK,1691038555
285,el sauzal de rodriguez,31.9,-116.6833,20.79,81,9,2.58,MX,1691038556
286,alpine,32.835,-116.7664,21.8,63,0,2.06,US,1691038509
287,ciudad lazaro cardenas,17.9583,-102.2,27.39,84,100,0.66,MX,1691038401
288,suntar,62.1444,117.6319,27.16,29,5,0.97,RU,1691038557
289,quelimane,-17.8786,36.8883,16.97,93,75,5.36,MZ,1691038558
290,bubaque,11.2833,-15.8333,26.22,85,100,5.53,GW,1691038558
291,kingaroy,-26.5333,151.8333,20.92,39,29,5.86,AU,1691038559
292,san patricio,28.017,-97.5169,29.92,75,11,5.17,US,1691038560
293,xai-xai,-25.0519,33.6442,17.55,71,89,2.66,MZ,1691038560
294,mount gambier,-37.8333,140.7667,17.74,55,67,6.29,AU,1691038561
295,quibdo,5.6947,-76.6611,24.07,98,100,0.54,CO,1691038561
296,castillos,-34.1667,-53.8333,12.05,62,98,5.64,UY,1691038562
297,cadale,2.7603,46.3222,25.45,79,100,8.34,SO,1691038562
298,talcahuano,-36.7167,-73.1167,6.82,76,0,2.57,CL,1691038563
299,jayapura,-2.5333,140.7,29.66,76,88,1.61,ID,1691038564
300,constantia,44.1833,28.65,21.38,62,1,2.67,RO,1691038446
301,kathmandu,27.7167,85.3167,28.12,73,40,2.06,NP,1691038035
302,itoman,26.1247,127.6694,29.01,84,75,13.89,JP,1691038565
303,san antonio de pale,-1.4014,5.6325,22.11,77,88,2.87,GQ,1691038566
304,buncrana,55.1333,-7.45,13.37,90,100,6.96,IE,1691038566
305,brookings,44.3114,-96.7984,25.1,84,0,4.12,US,1691038339
306,flin flon,54.7682,-101.865,16.48,75,69,2.67,CA,1691038568
307,jennings,38.7192,-90.2604,24.01,94,100,2.57,US,1691038569
308,kahuta,33.5913,73.3868,31.03,58,38,2.31,PK,1691038569
309,ust'-ilimsk,58.0006,102.6619,25.75,30,25,2.51,RU,1691038355
310,gerash,27.6652,54.1371,34.08,31,5,0.93,IR,1691038570
311,shubarshi,48.5872,57.1869,28.64,29,4,2.74,KZ,1691038571
312,orsta,62.2029,6.1272,15.76,88,100,0.0,NO,1691038571
313,peterhead,57.5058,-1.7981,13.22,95,100,9.04,GB,1691038572
314,sangju,36.4153,128.1606,34.77,51,78,3.25,KR,1691038573
315,dahab,28.501,34.5134,32.26,40,0,4.54,EG,1691038573
316,makhambet,47.6667,51.5833,32.34,21,72,2.15,KZ,1691038574
317,rio brilhante,-21.8019,-54.5464,19.11,44,0,1.71,BR,1691038574
318,horta,38.5333,-28.6333,22.79,86,100,4.92,PT,1691038575
319,geraldton,-28.7667,114.6,16.23,63,75,6.69,AU,1691038577
320,kuqa,41.7278,82.9364,31.66,23,100,2.73,CN,1691038577
321,hammerfest,70.6634,23.6821,21.25,68,40,4.63,NO,1691038578
322,hithadhoo,-0.6,73.0833,27.52,73,52,3.35,MV,1691038579
323,tvoroyri,61.5556,-6.8111,10.49,95,100,6.92,FO,1691038579
324,cabedelo,-6.9811,-34.8339,23.37,84,62,6.91,BR,1691038580
325,pacifica,37.6138,-122.4869,17.35,91,20,6.26,US,1691038561
326,takab,36.4009,47.1133,27.45,20,0,1.11,IR,1691038582
327,mahibadhoo,3.7833,72.9667,27.75,72,50,2.02,MV,1691038582
328,nova xavantina,-14.6667,-52.35,21.53,39,0,1.02,BR,1691038583
329,kruisfontein,-34.0033,24.7314,11.94,36,1,4.65,ZA,1691038583
330,fuerte olimpo,-21.0415,-57.8738,22.31,39,0,2.3,PY,1691038584
331,enoch,37.7733,-113.0244,18.41,68,0,3.09,US,1691038585
332,izazi,-7.2,35.7333,20.96,55,79,2.89,TZ,1691038586
333,ambovombe,-25.1667,46.0833,19.37,59,86,7.28,MG,1691038587
334,tofol,5.3248,163.0078,28.78,73,11,3.32,FM,1691038587
335,jaguaribe,-5.8906,-38.6219,23.64,79,48,0.68,BR,1691038588
336,rikaze,29.25,88.8833,20.23,39,69,0.61,CN,1691038589
337,palanga,55.9175,21.0686,18.01,77,100,5.14,LT,1691038545
338,lisakovsk,52.5369,62.4936,23.35,61,92,3.81,KZ,1691038590
339,merizo village,13.2658,144.6691,30.85,94,100,2.55,GU,1691038591
340,kisangani,0.5167,25.2,21.54,98,98,1.51,CD,1691038592
341,mugia,43.1041,-9.2179,14.39,77,50,6.04,ES,1691038592
342,elva,58.2225,26.4211,16.79,98,100,3.09,EE,1691038594
343,mana,5.6592,-53.7767,25.34,89,66,3.74,GF,1691038594
344,longyearbyen,78.2186,15.6401,9.91,81,75,2.57,SJ,1691038595
345,ghat,24.9647,10.1728,30.0,17,0,3.27,LY,1691038595
346,sabang,5.8933,95.3214,28.52,74,100,10.0,ID,1691038596
347,formosa do rio preto,-11.0483,-45.1931,20.97,65,46,1.87,BR,1691038596
348,murzuq,25.9155,13.9184,27.43,22,0,3.47,LY,1691038597
349,port saint john's,-31.6229,29.5448,13.74,55,0,3.06,ZA,1691038598
350,tainan,22.9908,120.2133,31.95,66,75,4.12,TW,1691038598
351,egilsstadir,65.2653,-14.3948,6.95,93,75,1.54,IS,1691038599
352,grand island,40.925,-98.342,24.16,90,0,1.54,US,1691038447
353,dunedin,-45.8742,170.5036,11.0,72,78,1.34,NZ,1691038491
354,pacific grove,36.6177,-121.9166,15.13,88,75,3.09,US,1691038600
355,eaglehawk,-36.7333,144.25,19.2,46,20,1.34,AU,1691038601
356,sao jose,-28.2333,-49.1667,16.06,76,2,1.18,BR,1691038602
357,enewetak,11.3474,162.3373,28.75,77,87,4.99,MH,1691038602
358,chanika,-5.4167,38.0167,18.51,86,99,3.04,TZ,1691038603
359,prainha,-1.8,-53.48,24.24,74,31,1.27,BR,1691038603
360,vorgashor,67.5833,63.95,24.46,55,4,3.39,RU,1691038604
361,nuuk,64.1835,-51.7216,6.49,86,93,3.02,GL,1691038604
362,morinville,53.8001,-113.652,18.82,86,100,4.12,CA,1691038605
363,sitka,57.0531,-135.33,16.94,77,75,1.54,US,1691038455
364,almeirim,-1.5233,-52.5817,24.38,76,13,1.39,BR,1691038606
365,bode saadu,8.9333,4.7833,23.44,88,99,3.04,NG,1691038607
366,pisco,-13.7,-76.2167,19.03,77,100,3.09,PE,1691038607
367,tevriz,57.509,72.4042,21.81,80,92,0.57,RU,1691038608
368,izberbash,42.5696,47.8645,30.05,51,62,7.58,RU,1691038608
369,hachenburg,50.65,7.8333,15.52,93,100,8.23,DE,1691038609
370,linxia chengguanzhen,35.6003,103.2064,28.54,42,3,2.49,CN,1691038610
371,navasota,30.388,-96.0877,32.25,72,2,5.44,US,1691038510
372,gobabis,-22.45,18.9667,8.68,72,2,7.35,NA,1691038611
373,vernon,50.2581,-119.2691,26.2,25,17,1.03,CA,1691038339
374,huangmei,30.1924,116.025,34.61,58,100,2.48,CN,1691038612
375,el granada,37.5027,-122.4694,18.04,86,100,5.66,US,1691038612
376,yanchep,-31.55,115.6833,15.63,53,47,4.59,AU,1691038613
377,al ghayzah,16.2079,52.176,28.68,74,25,2.3,YE,1691038614
378,isangel,-19.55,169.2667,22.06,88,100,2.57,VU,1691038615
379,pacocha,-17.5833,-71.3333,15.73,86,32,0.78,PE,1691038615
380,weihai,37.5017,122.1136,32.1,57,28,5.64,CN,1691038616
381,irtyshsk,53.3333,75.4572,27.21,44,95,1.58,KZ,1691038616
382,dabrowa bialostocka,53.6536,23.3479,16.88,65,100,5.43,PL,1691038617
383,georgievka,49.3314,81.5761,29.85,35,7,4.62,KZ,1691038617
384,hafar al-batin,28.4328,45.9708,35.32,11,0,4.12,SA,1691038618
385,hamilton,39.1834,-84.5333,22.64,81,75,2.06,US,1691038394
386,dayr hafir,36.1569,37.7078,27.03,60,0,6.83,SY,1691038619
387,baijiantan,45.6333,85.1833,34.51,22,82,2.76,CN,1691038620
388,wellington,-41.2866,174.7756,9.81,78,84,12.35,NZ,1691038153
389,la ronge,55.1001,-105.2842,16.14,82,40,0.51,CA,1691038621
390,codrington,-38.2667,141.9667,16.74,64,76,9.52,AU,1691038622
391,fisterra,42.9049,-9.2629,14.3,76,51,6.31,ES,1691038623
392,st. paul,44.9444,-93.0933,26.76,85,0,1.54,US,1691038417
393,sibut,5.718,19.0739,21.29,99,100,2.67,CF,1691038624
394,vorkuta,67.5,64.0,24.53,56,5,3.19,RU,1691038624
395,al mijlad,11.0333,27.7333,23.79,83,77,3.9,SD,1691038625
396,sinabang,2.4803,96.3801,29.46,66,83,1.37,ID,1691038626
397,southeast arcadia,27.1863,-81.8521,26.01,100,52,3.01,US,1691038627
398,guerrero negro,27.9769,-114.0611,20.54,87,8,6.39,MX,1691038627
399,necochea,-38.5473,-58.7368,6.92,54,55,4.16,AR,1691038628
400,north kingstown,41.5501,-71.4662,19.84,76,0,2.57,US,1691038628
401,hauterive,46.0901,3.4459,17.42,75,94,3.58,FR,1691038629
402,trogir,43.5125,16.2517,26.55,78,0,1.54,HR,1691038629
403,puerto madryn,-42.7692,-65.0385,6.39,42,0,7.43,AR,1691038630
404,rio preto da eva,-2.6994,-59.6997,22.51,94,44,0.81,BR,1691038631
405,kitimat,54.0524,-128.6534,20.21,69,83,1.34,CA,1691038631
406,visakhapatnam,17.69,83.2093,31.4,60,100,6.85,IN,1691038380
407,ambon,-3.6954,128.1814,28.26,95,40,4.12,ID,1691038632
408,neman,55.0311,22.0264,18.45,66,100,6.36,RU,1691038633
409,port lincoln,-34.7333,135.8667,22.04,43,80,10.4,AU,1691038633
410,warman,52.3168,-106.5679,20.95,56,0,5.66,CA,1691038634
411,sao gabriel da cachoeira,-0.1303,-67.0892,22.27,99,100,0.61,BR,1691038635
412,gaspe,48.8334,-64.4819,15.95,100,0,1.54,CA,1691038502
413,iwanai,42.9744,140.5089,28.99,70,100,4.01,JP,1691038636
414,tralee,52.2704,-9.7026,13.64,91,100,7.0,IE,1691038636
415,selkirk,50.1436,-96.8845,25.04,83,12,3.76,CA,1691038637
416,ambahta,29.85,77.3333,32.82,59,51,2.0,IN,1691038637
417,bamboo flat,11.7,92.7167,31.05,70,40,6.17,IN,1691038638
418,puerto santander,8.3636,-72.4063,30.67,92,30,1.36,CO,1691038639
419,shagonar,51.5333,92.8,23.54,51,40,2.04,RU,1691038639
420,redencao,-4.2258,-38.7306,23.08,94,47,0.61,BR,1691038640
421,nar'yan-mar,67.6713,53.087,23.9,55,2,3.39,RU,1691038640
422,sharan,54.8167,54.0,23.46,60,64,3.25,RU,1691038641
423,richards bay,-28.783,32.0377,13.38,82,0,3.7,ZA,1691038642
424,auce,56.4598,22.9017,17.46,70,100,4.77,LV,1691038643
425,varzea da palma,-17.5981,-44.7308,17.02,48,0,0.96,BR,1691038397
426,dumas,35.8656,-101.9732,29.74,41,0,3.6,US,1691038633
427,kavaratti,10.5669,72.642,28.31,78,100,7.29,IN,1691038645
428,kovalam,8.3667,76.9967,30.05,79,40,4.12,IN,1691038645
429,piqua,40.1448,-84.2424,21.91,87,100,2.25,US,1691038524
430,buchrain,47.086,8.3462,18.38,74,20,4.12,CH,1691038647
431,salamanca,40.8333,-6.0,12.88,85,0,1.9,ES,1691038648
432,ndola,-12.9587,28.6366,11.97,81,1,4.92,ZM,1691038648
433,sungai penuh,-2.0833,101.3833,24.3,78,89,1.2,ID,1691038649
434,harrismith,-28.2728,29.1295,0.95,70,0,1.87,ZA,1691038651
435,tynda,55.1667,124.7167,22.06,35,3,3.25,RU,1691038651
436,greymouth,-42.4667,171.2,7.55,59,2,0.96,NZ,1691038652
437,novo aripuana,-5.1206,-60.3797,22.22,93,27,0.91,BR,1691038652
438,talara,-4.5772,-81.2719,21.35,83,17,6.78,PE,1691038653
439,lae,-6.7221,146.9847,27.37,78,95,2.7,PG,1691038653
440,argo,37.6333,22.7333,26.55,44,0,1.18,GR,1691038445
441,kapa'a,22.0752,-159.319,29.99,80,0,6.69,US,1691038605
442,wanganui,-39.9333,175.05,9.77,61,11,2.68,NZ,1691038392
443,uturoa,-16.7333,-151.4333,26.28,66,8,5.67,PF,1691038659
444,ca mau,9.1769,105.15,31.59,60,100,5.5,VN,1691038659
445,mizdah,31.4451,12.9801,23.96,50,0,1.32,LY,1691038660
446,xilin hot,43.9667,116.0333,31.44,33,89,8.44,CN,1691038660
447,loma de cabrera,19.4333,-71.6,24.08,88,100,1.24,DO,1691038662
448,kingston,17.997,-76.7936,29.53,84,20,3.09,JM,1691038497
449,port douglas,-16.4833,145.4667,23.31,69,20,7.4,AU,1691038663
450,kailua-kona,19.6406,-155.9956,24.72,93,32,1.34,US,1691038407
451,mosjoen,65.836,13.1908,14.29,94,75,2.24,NO,1691038664
452,howard springs,-12.497,131.047,32.95,26,0,2.81,AU,1691038665
453,east london,-33.0153,27.9116,15.52,44,0,5.14,ZA,1691038665
454,touros,-5.1989,-35.4608,23.58,89,6,4.61,BR,1691038530
455,north battleford,52.7834,-108.2847,19.05,55,0,5.66,CA,1691038666
456,tyrnyauz,43.3828,42.9183,21.2,64,3,1.21,RU,1691038667
457,loyew,51.9458,30.7953,17.93,89,21,2.64,BY,1691038667
458,paita,-5.0892,-81.1144,21.15,81,7,5.59,PE,1691038668
459,priozersk,61.0393,30.1291,18.38,100,100,2.4,RU,1691038669
460,riviere-du-loup,47.8304,-69.5342,14.15,77,71,1.54,CA,1691038458
461,taro,-8.3862,115.28,25.0,55,37,1.95,ID,1691038670
462,sao vicente,-23.9631,-46.3919,24.04,60,0,1.64,BR,1691038671
463,tamanrasset,22.785,5.5228,21.95,53,40,2.06,DZ,1691038672
464,xianshuigu,38.985,117.3828,33.0,70,75,4.0,CN,1691038672
465,magistral'nyy,56.1725,107.4458,25.02,36,90,3.7,RU,1691038673
466,tangalle,6.024,80.7911,32.09,65,25,7.15,LK,1691038673
467,barmer,25.75,71.3833,29.65,62,71,7.95,IN,1691038674
468,idrinskoye,54.3708,92.1358,29.31,39,5,0.33,RU,1691038674
469,severo-yeniseyskiy,60.3725,93.0408,23.0,38,99,3.67,RU,1691038675
470,cill airne,52.05,-9.5167,13.19,93,100,5.53,IE,1691038676
471,meadow lakes,61.6247,-149.6011,23.69,68,0,2.57,US,1691038676
472,ribeira brava,32.65,-17.0667,24.35,82,88,1.42,PT,1691038677
473,hanumangarh,29.5833,74.3167,36.36,43,8,3.97,IN,1691038677
474,flying fish cove,-10.4217,105.6791,23.82,100,100,4.63,CX,1691038678
475,gazojak,41.1875,61.4036,34.9,12,0,4.3,TM,1691038679
476,suva,-18.1416,178.4415,22.71,88,75,4.63,FJ,1691038622
477,ta`u,-14.2336,-169.5144,27.38,72,18,4.24,AS,1691038680
478,nicoya,10.1483,-85.452,24.49,91,100,0.45,CR,1691038680
479,ghanzi,-21.5667,21.7833,8.24,79,1,4.39,BW,1691038519
480,gulf shores,30.246,-87.7008,29.47,52,0,0.0,US,1691038455
481,hanover,52.3705,9.7332,17.21,95,100,7.2,DE,1691038545
482,kushiro,42.975,144.3747,25.53,78,75,3.6,JP,1691038682
483,berezovyy,51.6667,135.7,22.69,42,52,2.79,RU,1691038683
484,acheng,45.5454,126.977,26.38,88,97,3.97,CN,1691038684
485,bikenibeu village,1.3673,173.1241,30.98,70,40,2.57,KI,1691038684
486,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,1691038685
487,robore,-18.3333,-59.75,23.46,42,0,1.36,BO,1691038685
488,neon karlovasion,37.7903,26.7044,25.5,62,0,1.54,GR,1691038686
489,pama,11.2497,0.7075,22.56,94,79,2.7,BF,1691038687
490,ghazni,33.5536,68.4269,26.32,19,0,1.98,AF,1691038687
491,noumea,-22.2763,166.4572,22.22,99,100,7.25,NC,1691038342
492,hovd,48.0056,91.6419,24.87,36,14,4.05,MN,1691038688
493,oruro,-17.9833,-67.15,4.22,25,0,2.58,BO,1691038689
494,murghob,38.1702,73.9667,13.12,44,47,1.3,TJ,1691038689
495,sinjai,-5.1241,120.253,28.86,64,33,3.2,ID,1691038690
496,urengoy,65.9667,78.3667,26.31,43,4,5.76,RU,1691038691
497,siwa oasis,29.2041,25.5195,29.35,38,0,3.56,EG,1691038691
498,howrah,22.5892,88.3103,31.0,79,40,5.66,IN,1691038545
499,punta del este,-34.9667,-54.95,12.2,66,0,7.72,UY,1691038692
500,mananjary,-21.2167,48.3333,19.78,88,89,5.57,MG,1691038693
501,pathein,16.7833,94.7333,30.67,70,97,7.58,MM,1691038693
502,suwayr,30.1171,40.3893,29.52,19,0,6.85,SA,1691038695
503,buenavista del norte,28.3746,-16.861,25.53,71,6,7.67,ES,1691038695
504,samashki,43.2906,45.3014,23.62,62,2,1.19,RU,1691038696
505,vordingborg,55.008,11.9106,16.68,82,92,5.87,DK,1691038656
506,duba,27.3513,35.6901,32.75,44,4,2.15,SA,1691038697
507,vodice,43.7608,15.7828,26.5,72,0,4.98,HR,1691038697
508,taroudant,30.4703,-8.877,20.54,76,0,1.07,MA,1691038698
509,saipan,15.1355,145.701,31.39,100,40,4.12,MP,1691038699
510,keflavik,64.0049,-22.5624,11.95,87,75,3.09,IS,1691038699
511,shevchenkove,49.6959,37.1735,23.33,63,98,0.64,UA,1691038700
512,hasaki,35.7333,140.8333,35.73,77,46,8.59,JP,1691038700
513,sal rei,16.1833,-22.9167,24.71,74,66,2.25,CV,1691038701
514,zakynthos,37.7914,20.8953,24.24,78,0,0.46,GR,1691038701
515,gulf breeze,30.3571,-87.1639,29.45,80,0,0.0,US,1691038702
516,stuttgart,48.7823,9.177,18.65,69,0,5.66,DE,1691038703
517,biltine,14.5333,20.9167,26.9,61,99,2.27,TD,1691038703
518,lumut,4.2323,100.6298,31.01,70,20,1.54,MY,1691038704
519,katihar,25.5333,87.5833,31.93,65,100,8.39,IN,1691038704
520,levuka,50.1834,-105.4011,16.9,35,92,3.66,CA,1691038705
521,hanawa,40.1836,140.7872,29.58,76,98,1.87,JP,1691038706
522,tucano,-10.9631,-38.7867,20.76,94,100,2.02,BR,1691038707
523,thanh hoa,19.8,105.7667,30.98,74,60,2.21,VN,1691038707
524,trairi,-3.2778,-39.2689,25.11,87,16,4.8,BR,1691038708
525,al kharj,24.155,47.3346,34.32,9,0,3.33,SA,1691038708
526,san martin de los andes,-40.1604,-71.3486,-1.86,92,42,1.0,AR,1691038709
527,revda,56.801,59.9303,20.58,74,98,1.6,RU,1691038700
528,macherla,16.4833,79.4333,29.89,58,100,9.59,IN,1691038710
529,brezina,33.0989,1.2608,26.94,12,0,3.96,DZ,1691038711
530,sao miguel do iguacu,-25.3481,-54.2378,18.69,67,0,1.64,BR,1691038711
531,weleri,-6.9713,110.0666,32.94,54,12,3.59,ID,1691038712
532,chilecito,-29.1619,-67.4974,15.77,40,29,2.57,AR,1691038713
533,pyin oo lwin,22.0333,96.4667,21.18,95,100,1.67,MM,1691038713
534,quiberon,47.4841,-3.1196,16.71,90,83,8.94,FR,1691038714
535,tezu,27.9167,96.1667,24.58,99,100,1.1,IN,1691038714
536,bay roberts,47.5999,-53.2648,16.86,96,100,0.89,CA,1691038715
537,pitimbu,-7.4706,-34.8086,23.33,84,79,6.91,BR,1691038716
538,tukrah,32.5341,20.5791,26.94,58,0,0.31,LY,1691038716
539,ar rutbah,33.0381,40.2848,29.74,20,0,5.6,IQ,1691038717
540,rondonopolis,-16.4708,-54.6356,21.83,39,0,1.45,BR,1691038717
541,mubende,0.5606,31.39,19.2,74,94,0.39,UG,1691038718
542,aljezur,37.3191,-8.8033,16.92,88,26,5.41,PT,1691038718
543,tura,25.5198,90.2201,26.43,82,100,2.87,IN,1691038716
544,fale old settlement,-9.3852,-171.2468,28.15,77,49,6.46,TK,1691038650
545,kota kinabalu,5.9749,116.0724,27.99,89,40,4.12,MY,1691038670
546,revelstoke,50.9832,-118.2023,27.01,28,100,2.57,CA,1691038631
547,la huacana,18.9667,-101.8167,23.14,97,98,1.63,MX,1691038721
548,chonchi,-42.6128,-73.8092,2.29,92,43,1.0,CL,1691038722
549,alamos,27.0167,-108.9333,23.63,88,69,2.88,MX,1691038722
550,gilau,46.7324,23.3617,14.25,69,0,1.19,RO,1691038723
551,patterson,37.4716,-121.1297,22.1,50,8,2.2,US,1691038577
552,la passe,45.5549,-0.8967,16.13,74,42,9.06,FR,1691038724
553,adilabad,19.6667,78.5333,24.46,89,100,6.34,IN,1691038725
554,poplar bluff,36.757,-90.3929,26.94,74,20,0.0,US,1691038725
555,vaskelovo,60.3693,30.3534,17.25,97,100,1.65,RU,1691038726
556,benin city,6.335,5.6275,22.5,94,100,1.21,NG,1691038728
557,kuhsan,34.6539,61.1978,32.9,14,0,11.71,AF,1691038728
558,pirallahi,40.4723,50.333,29.08,80,0,6.99,AZ,1691038729
559,klaksvik,62.2266,-6.589,9.51,98,100,9.51,FO,1691038729
560,la'ie,21.6477,-157.9253,28.98,72,3,1.79,US,1691038730
561,palembang,-2.9167,104.7458,31.05,66,75,3.09,ID,1691038730
562,porto velho,-8.7619,-63.9039,24.03,94,0,0.0,BR,1691038722
563,as sulayyil,20.4607,45.5779,31.14,14,25,10.56,SA,1691038734
564,tucurui,-3.7661,-49.6725,23.57,58,34,1.55,BR,1691038663
565,horizontina,-27.6258,-54.3078,15.42,81,1,1.38,BR,1691038736
566,hailar,49.2,119.7,15.0,88,100,11.81,CN,1691038736
567,qamdo,31.1667,97.2333,12.51,64,97,1.78,CN,1691038737
568,petrolina,-9.3986,-40.5008,22.03,88,75,1.54,BR,1691038684
